transcript,formatted.address,lat.coord,lon.coord,place,sign,place_name,district,nafa,natural_area_class,municipla_class,metropolitan_class,religion,total_population,jews and others,jews,arabs,est_year,settlement_method,organizational_association,coordinates,hight,planning_commetee,police,transcript_pub,שדה לקישור
YESHA,"Yesha, Israel",31.247595,34.403091,ישע,916,ישע,6,62,622,38,NA,1,364,0.4,0.4,NA,1957,310,1,1430657315,118,651,3430,Yesha,http://gis.cbs.gov.il/Yeshuvim_allyears/start.aspx?stl=916
YESODOT,"Yesodot, Israel",31.815835,34.86563599999999,יסודות,440,יסודות,4,44,441,31,143,1,857,0.9,0.9,NA,1948,320,8,1873863589,100,456,5230,Yesodot,http://gis.cbs.gov.il/Yeshuvim_allyears/start.aspx?stl=440
YEVUL,"Yevul, Israel",31.189458,34.318952,יבול,1232,יבול,6,62,622,38,NA,1,352,0.4,0.3,NA,1981,310,10,1347956688,85,651,3430,Yevul,http://gis.cbs.gov.il/Yeshuvim_allyears/start.aspx?stl=1232
YIFTAH,"Yiftah, Israel",33.128346,35.55202999999999,יפתח,453,יפתח,2,21,212,1,NA,1,506,0.5,0.5,NA,1948,330,15,2518578154,420,253,1210,Yiftah,http://gis.cbs.gov.il/Yeshuvim_allyears/start.aspx?stl=453
YIR'ON,"Yir'on, Israel",33.077239,35.454291,יראון,623,יראון,2,21,212,1,NA,1,388,0.4,0.3,NA,1949,330,15,2428677582,680,253,1230,Yir'on,http://gis.cbs.gov.il/Yeshuvim_allyears/start.aspx?stl=623
YISH'I,"Yish'i, Israel",31.752969,34.962586,ישעי,805,ישעי,1,11,112,26,444,1,764,0.8,0.8,NA,1950,310,2,1968262879,196,151,7004,Yish'i,http://gis.cbs.gov.il/Yeshuvim_allyears/start.aspx?stl=805
YITAV,Yitav,31.947215,35.422375,"ייט""ב",3607,"ייט""ב",7,75,NA,75,NA,1,321,0.3,0.3,NA,1970,320,15,2400365064,-106,712,4164,Yitav,http://gis.cbs.gov.il/Yeshuvim_allyears/start.aspx?stl=3607
YIZRE'EL,"Yizre'el, Israel",32.562589,35.319425,יזרעאל,452,יזרעאל,2,23,234,8,NA,1,571,0.6,0.5,NA,1948,330,15,2304071866,88,204,1420,Yizre'el,http://gis.cbs.gov.il/Yeshuvim_allyears/start.aspx?stl=452
YODEFAT,"Yodfat, Israel",32.836596,35.271481,יודפת,1112,יודפת,2,24,241,56,241,1,764,0.8,0.7,NA,1960,320,15,2257674912,429,205,1360,Yodefat,http://gis.cbs.gov.il/Yeshuvim_allyears/start.aspx?stl=1112
YONATAN,Yonatan,32.93966,35.795468,יונתן,4007,יונתן,2,29,293,71,NA,1,662,0.7,0.7,NA,1976,320,2,2746276049,548,219,1270,Yonatan,http://gis.cbs.gov.il/Yeshuvim_allyears/start.aspx?stl=4007
YOSHIVYA,"Yoshivia, Israel",31.444699,34.608784,יושיביה,803,יושיביה,6,62,621,39,NA,1,572,0.6,0.6,NA,1950,310,2,1628759479,132,651,3482,Yoshivya,http://gis.cbs.gov.il/Yeshuvim_allyears/start.aspx?stl=803
YOTVATA,"Yotvata, Israel",29.896322,35.059227,יטבתה,866,יטבתה,6,62,625,53,NA,1,678,0.7,0.7,NA,1951,330,15,2055942277,81,608,3460,Yotvata,http://gis.cbs.gov.il/Yeshuvim_allyears/start.aspx?stl=866
YUVAL,"Yuval, Israel",33.246577,35.597063,יובל,2009,יובל,2,21,211,55,NA,1,620,0.6,0.6,NA,1952,310,1,2561279464,268,253,1210,Yuval,http://gis.cbs.gov.il/Yeshuvim_allyears/start.aspx?stl=2009
ZAFRIRIM,"Tzafririm, Israel",31.659618,34.944326,צפרירים,1079,צפרירים,1,11,112,26,444,1,449,0.4,0.4,NA,1958,310,1,1947461865,323,151,7004,Zafririm,http://gis.cbs.gov.il/Yeshuvim_allyears/start.aspx?stl=1079
ZAFRIYYA,"Tzafria, Israel",32.004315,34.854664,צפרייה,594,צפרייה,4,43,432,40,133,1,877,0.9,0.9,NA,1949,310,2,1865065672,31,425,5210,Zafriyya,http://gis.cbs.gov.il/Yeshuvim_allyears/start.aspx?stl=594
ZANOAH,"Zano'ah, Israel",31.733813,34.999369,זנוח,816,זנוח,1,11,112,26,444,1,490,0.5,0.5,NA,1950,310,8,2000062667,291,151,7004,Zanoah,http://gis.cbs.gov.il/Yeshuvim_allyears/start.aspx?stl=816
ZAVDI'EL,"Zavdiel, Israel",31.6592451,34.7602609,זבדיאל,815,זבדיאל,6,61,611,34,NA,1,472,0.5,0.5,NA,1950,310,8,1773161858,90,631,3820,Zavdi'el,http://gis.cbs.gov.il/Yeshuvim_allyears/start.aspx?stl=815
ZE'ELIM,"Tze'elim, Israel",31.203909,34.533359,צאלים,413,צאלים,6,62,622,38,NA,1,458,0.5,0.4,NA,1947,330,15,1555656824,140,651,3430,Ze'elim,http://gis.cbs.gov.il/Yeshuvim_allyears/start.aspx?stl=413
ZELAFON,NA,NA,NA,צלפון,796,צלפון,1,11,112,26,NA,1,915,0.9,0.9,NA,1950,310,1,1935863467,168,151,7004,Zelafon,http://gis.cbs.gov.il/Yeshuvim_allyears/start.aspx?stl=796
ZERAHYA,NA,NA,NA,זרחיה,818,זרחיה,6,61,611,34,NA,1,700,0.7,0.7,NA,1950,310,2,1759462110,72,631,3830,Zerahya,http://gis.cbs.gov.il/Yeshuvim_allyears/start.aspx?stl=818
ZERU'A,"Zru'a, Israel",31.459133,34.624161,זרועה,2064,זרועה,6,62,621,39,NA,1,391,0.4,0.4,NA,1953,310,2,1642959642,134,651,3482,Zeru'a,http://gis.cbs.gov.il/Yeshuvim_allyears/start.aspx?stl=2064
ZIMRAT,"Zimrat, Israel",31.447853,34.552288,זמרת,1065,זמרת,6,62,621,39,NA,1,515,0.5,0.5,NA,1957,310,2,1574359529,121,651,3482,Zimrat,http://gis.cbs.gov.il/Yeshuvim_allyears/start.aspx?stl=1065
ZIPPORI,"Tsipori, Israel",32.746748,35.276351,ציפורי,613,ציפורי,2,23,237,9,NA,1,963,0.8,0.8,NA,1949,310,1,2263973900,250,254,1410,Zippori,http://gis.cbs.gov.il/Yeshuvim_allyears/start.aspx?stl=613
ZIQIM,"Zikim, Israel",31.607204,34.520968,זיקים,584,זיקים,6,61,614,36,NA,1,664,0.6,0.6,NA,1949,330,15,1546461318,24,633,3840,Ziqim,http://gis.cbs.gov.il/Yeshuvim_allyears/start.aspx?stl=584
ZIV'ON,"Tiv'on, Kiryat Tiv'on, Israel",32.719456,35.126833,צבעון,1213,צבעון,2,21,212,1,NA,1,125,0.1,0.1,NA,1980,330,15,2392477007,761,253,1230,Ziv'on,http://gis.cbs.gov.il/Yeshuvim_allyears/start.aspx?stl=1213
ZOFAR,"Tzofar, Israel",30.559394,35.181474,צופר,1150,צופר,6,62,625,54,NA,1,395,0.4,0.4,NA,1970,310,1,2172149661,12,657,3450,Zofar,http://gis.cbs.gov.il/Yeshuvim_allyears/start.aspx?stl=1150
ZOHAR,"Zohar, Israel",31.595592,34.692362,זוהר,44,זוהר,6,61,612,50,NA,1,354,0.4,0.4,NA,1956,310,10,1708861156,117,634,3820,Zohar,http://gis.cbs.gov.il/Yeshuvim_allyears/start.aspx?stl=44
ZOHAR,"Zohar, Israel",31.595592,34.692362,צוחר,1136,צוחר,6,62,622,38,NA,1,421,0.4,0.4,NA,1973,350,NA,1452657190,135,651,3430,Zohar,http://gis.cbs.gov.il/Yeshuvim_allyears/start.aspx?stl=1136
ZOR'A,"Tsor'a, Israel",31.762653,34.966931,צרעה,567,צרעה,1,11,112,26,444,1,899,0.9,0.9,NA,1948,330,15,1971663005,208,151,7004,Zor'a,http://gis.cbs.gov.il/Yeshuvim_allyears/start.aspx?stl=567
ZOVA,"Tzova, Israel",31.78435199999999,35.117952,צובה,465,צובה,1,11,111,26,444,1,636,0.6,0.6,NA,1948,330,15,2114063231,724,151,7004,Zova,http://gis.cbs.gov.il/Yeshuvim_allyears/start.aspx?stl=465
ZUQI YAM,"Tzukei Yam, Israel",32.360122,34.858542,צוקי ים,1102,צוקי ים,4,41,411,16,141,1,279,0.3,0.3,NA,1956,350,NA,1869369644,29,409,5110,Zuqi Yam,http://gis.cbs.gov.il/Yeshuvim_allyears/start.aspx?stl=1102
ZUQIM,"Tzukim, Israel",30.491551,35.165443,צוקים,1262,צוקים,6,62,625,54,NA,1,297,0.3,0.3,NA,1983,370,NA,2157948903,41,657,3450,Zuqim,http://gis.cbs.gov.il/Yeshuvim_allyears/start.aspx?stl=1262
ZUR NATAN,NA,NA,NA,צור נתן,1148,צור נתן,4,42,421,20,141,1,296,0.3,0.3,NA,1970,320,9,2014368303,187,417,5150,Zur Natan,http://gis.cbs.gov.il/Yeshuvim_allyears/start.aspx?stl=1148
ZURI'EL,"Tzuriel, Israel",33.006488,35.31479,צוריאל,774,צוריאל,2,24,243,52,NA,1,309,0.3,0.3,NA,1950,310,1,2296776797,639,255,1320,Zuri'el,http://gis.cbs.gov.il/Yeshuvim_allyears/start.aspx?stl=774
ZURIT,"Tzurit, Israel",32.902351,35.249106,צורית,1221,צורית,2,24,242,56,241,1,831,0.8,0.8,NA,1981,370,9,2239975642,347,205,1310,Zurit,http://gis.cbs.gov.il/Yeshuvim_allyears/start.aspx?stl=1221
ZVIYYA,"Tsvia, Israel",32.889006,35.330599,צביה,1180,צביה,2,24,242,56,NA,1,310,0.3,0.3,NA,1979,370,19,2313575499,256,205,1360,Zviyya,http://gis.cbs.gov.il/Yeshuvim_allyears/start.aspx?stl=1180
